ACCOUNT,ACCOUNT (L0),ACCOUNT (L1),ACCOUNT (L2),ACCOUNT (L3),ACCOUNT (L4),ACCOUNT (L5),ACCOUNT_CRD_INDICATOR,ACCOUNT_PK
Fees & Commissions Payable (0L),Income,Non Interest Income,Fees & Commissions (0L),Fees & Commissions Payable (0L),Fees & Commissions Payable (0L),Fees & Commissions Payable (0L),WRB,;L0Income;L1Non Interest Income;L2Fees & Commissions (0L);L3Fees & Commissions Payable (0L);L4Fees & Commissions Payable (0L);L5Fees & Commissions Payable (0L);
Fees & Commissions Payable (ZM),Income,Non Interest Income,Fees & Commissions (ZM),Fees & Commissions Payable (ZM),Fees & Commissions Payable (ZM),Fees & Commissions Payable (ZM),WRB,;L0Income;L1Non Interest Income;L2Fees & Commissions (ZM);L3Fees & Commissions Payable (ZM);L4Fees & Commissions Payable (ZM);L5Fees & Commissions Payable (ZM);
Fees & Commissions Receivable,Income,Non Interest Income,Fees & Commissions,Fees & Commissions Receivable,Fees & Commissions Receivable,Fees & Commissions Receivable,WRB,;L0Income;L1Non Interest Income;L2Fees & Commissions;L3Fees & Commissions Receivable;L4Fees & Commissions Receivable;L5Fees & Commissions Receivable;
Fees & Commissions Receivable (0L),Income,Non Interest Income,Fees & Commissions (0L),Fees & Commissions Receivable (0L),Fees & Commissions Receivable (0L),Fees & Commissions Receivable (0L),WRB,;L0Income;L1Non Interest Income;L2Fees & Commissions (0L);L3Fees & Commissions Receivable (0L);L4Fees & Commissions Receivable (0L);L5Fees & Commissions Receivable (0L);
Fees & Commissions Receivable (ZM),Income,Non Interest Income,Fees & Commissions (ZM),Fees & Commissions Receivable (ZM),Fees & Commissions Receivable (ZM),Fees & Commissions Receivable (ZM),WRB,;L0Income;L1Non Interest Income;L2Fees & Commissions (ZM);L3Fees & Commissions Receivable (ZM);L4Fees & Commissions Receivable (ZM);L5Fees & Commissions Receivable (ZM);
Fees & Commissions Receivable - TP,Income,Non Interest Income,Fees and Commissions,Fees & Commissions Receivable - MOH,Fees & Commissions Receivable - TP,Fees & Commissions Receivable - TP,FPNA,;L0Income;L1Non Interest Income;L2Fees and Commissions;L3Fees & Commissions Receivable - MOH;L4Fees & Commissions Receivable - TP;L5Fees & Commissions Receivable - TP;
Fees & Commissions Receivable - TP,Income,Non Interest Income,Fees and Commissions,Fees & Commissions Receivable - TP,Fees & Commissions Receivable - TP,Fees & Commissions Receivable - TP,FPNA,;L0Income;L1Non Interest Income;L2Fees and Commissions;L3Fees & Commissions Receivable - TP;L4Fees & Commissions Receivable - TP;L5Fees & Commissions Receivable - TP;
Fees and Commissions payable,Income,DVA,Fees and Commissions,Fees and Commissions payable,Fees and Commissions payable,Fees and Commissions payable,FPNA,;L0Income;L1DVA;L2Fees and Commissions;L3Fees and Commissions payable;L4Fees and Commissions payable;L5Fees and Commissions payable;
Fees and Commissions payable,Income,Non Interest Income,Fees and Commissions,Fees and Commissions payable,Fees and Commissions payable,Fees and Commissions payable,FPNA,;L0Income;L1Non Interest Income;L2Fees and Commissions;L3Fees and Commissions payable;L4Fees and Commissions payable;L5Fees and Commissions payable;
Fees and Commissions receivable,Income,Non Interest Income,Fees and Commissions,Fees and Commissions receivable,Fees and Commissions receivable,Fees and Commissions receivable,FPNA,;L0Income;L1Non Interest Income;L2Fees and Commissions;L3Fees and Commissions receivable;L4Fees and Commissions receivable;L5Fees and Commissions receivable;
Finance,Total Cost,Service Charge,Support Functions,GCFO,Finance,Finance,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3GCFO;L4Finance;L5Finance;
Financial GRP Cost Recharges - GB,Total Cost,FGCR,FGCR,FGCR,FGCR,Financial GRP Cost Recharges - GB,FPNA,;L0Total Cost;L1FGCR;L2FGCR;L3FGCR;L4FGCR;L5Financial GRP Cost Recharges - GB;
Fixed Staff,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Fixed Staff,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Fixed Staff;
Fixed Staff Costs,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Fixed Staff Costs,Fixed Staff Costs,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Fixed Staff Costs;L5Fixed Staff Costs;
Fixed Staff Costs,Total Cost,Incurred Cost,Direct Manageable Costs,Staff ex Bonus & Comm,Fixed Staff Costs,Fixed Staff Costs,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Staff ex Bonus & Comm;L4Fixed Staff Costs;L5Fixed Staff Costs;
Foreign Tax Deferred Tax Per Period Adj,Fin Tax,Fin Tax,Fin Tax,Fin Tax,Fin Tax,Foreign Tax Deferred Tax Per Period Adj,FPNA,;L0Fin Tax;L1Fin Tax;L2Fin Tax;L3Fin Tax;L4Fin Tax;L5Foreign Tax Deferred Tax Per Period Adj;
Foreign Tax Deferred Tax This Period,Fin Tax,Fin Tax,Fin Tax,Fin Tax,Fin Tax,Foreign Tax Deferred Tax This Period,FPNA,;L0Fin Tax;L1Fin Tax;L2Fin Tax;L3Fin Tax;L4Fin Tax;L5Foreign Tax Deferred Tax This Period;
Fraud Shortage Fines & Losses,Total Cost,Incurred Cost,Direct Manageable Costs,Fraud & Ops Loss,Fraud Shortage Fines & Losses,Fraud Shortage Fines & Losses,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Fraud & Ops Loss;L4Fraud Shortage Fines & Losses;L5Fraud Shortage Fines & Losses;
Fraud Shortage Fines and Losses,Total Cost,Directly Controllable Costs,Non Staff Costs,Other Direct Costs,Fraud & Operational Losses,Fraud Shortage Fines and Losses,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Other Direct Costs;L4Fraud & Operational Losses;L5Fraud Shortage Fines and Losses;
Fund Transfer Pricing,Income,Net Interest Income,Fund Transfer Pricing,Fund Transfer Pricing,Fund Transfer Pricing,Fund Transfer Pricing,WRB,;L0Income;L1Net Interest Income;L2Fund Transfer Pricing;L3Fund Transfer Pricing;L4Fund Transfer Pricing;L5Fund Transfer Pricing;
Funding (Cost) / Income,Net Interest Income,Funding (Cost) / Income,Funding (Cost) / Income,Funding (Cost) / Income,Funding (Cost) / Income,Funding (Cost) / Income,CIB,;L0Net Interest Income;L1Funding (Cost) / Income;L2Funding (Cost) / Income;L3Funding (Cost) / Income;L4Funding (Cost) / Income;L5Funding (Cost) / Income;
GBS,Total Cost,Service Charge,GBS,GBS,GBS,GBS,FPNA,;L0Total Cost;L1Service Charge;L2GBS;L3GBS;L4GBS;L5GBS;
GBS,Total Cost,Service Charge,GBS,GBS,GBS,GBS,WRB,;L0Total Cost;L1Service Charge;L2GBS;L3GBS;L4GBS;L5GBS;
GBS Management,Total Cost,Service Charge,T&O BAU,T&O Management,GBS Management,GBS Management,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3T&O Management;L4GBS Management;L5GBS Management;
GBS Management,Total Cost,Service Charge,TTO,GBS Management,GBS Management,GBS Management,WRB,;L0Total Cost;L1Service Charge;L2TTO;L3GBS Management;L4GBS Management;L5GBS Management;
GBS Margin Passback - India,Total Cost,Incurred Cost,Controllable Cost,GBS Recharges,GBS Margin Passback - India,GBS Margin Passback - India,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GBS Recharges;L4GBS Margin Passback - India;L5GBS Margin Passback - India;
GBS Margin Passback - Poland,Total Cost,Incurred Cost,Controllable Cost,GBS Recharges,GBS Margin Passback - Poland,GBS Margin Passback - Poland,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GBS Recharges;L4GBS Margin Passback - Poland;L5GBS Margin Passback - Poland;
GBS Margin Passback Guangzhou,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Margin Passback,GBS Margin Passback Guangzhou,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Margin Passback;L5GBS Margin Passback Guangzhou;
GBS Margin Passback India,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Margin Passback,GBS Margin Passback India,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Margin Passback;L5GBS Margin Passback India;
GBS Margin Passback Malaysia,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Margin Passback,GBS Margin Passback Malaysia,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Margin Passback;L5GBS Margin Passback Malaysia;
GBS Margin Passback Poland,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Margin Passback,GBS Margin Passback Poland,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Margin Passback;L5GBS Margin Passback Poland;
GBS PROJECT RECHARGES - CN GZ,Total Cost,Incurred Cost,Controllable Cost,GBS Recharges,GBS Recharges,GBS PROJECT RECHARGES - CN GZ,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GBS Recharges;L4GBS Recharges;L5GBS PROJECT RECHARGES - CN GZ;
GBS Proj Recharges S2H - MY,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Proj Recharges S2H - MY,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Proj Recharges S2H - MY;
GBS Project Recharges - CN,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Project Recharges - CN,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Project Recharges - CN;
GBS Project Recharges - CN GZ,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Project Recharges - CN GZ,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Project Recharges - CN GZ;
GBS Project Recharges - IN,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Project Recharges - IN,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Project Recharges - IN;
GBS Recharges,Total Cost,Incurred Cost,Other Recharges,GBS Recharges,GBS Recharges,GBS Recharges,WRB,;L0Total Cost;L1Incurred Cost;L2Other Recharges;L3GBS Recharges;L4GBS Recharges;L5GBS Recharges;
GBS Recharges - India - Out,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Recharges - India - Out,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Recharges - India - Out;
GBS Recharges - Malaysia - In,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Recharges - Malaysia - In,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Recharges - Malaysia - In;
GBS Recharges China-In,Total Cost,Incurred Cost,Controllable Cost,GBS Recharges,GBS Recharges China-In,GBS Recharges China-In,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GBS Recharges;L4GBS Recharges China-In;L5GBS Recharges China-In;
GBS Recharges From - To GBS CN,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Recharges From - To GBS CN,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Recharges From - To GBS CN;
GBS Recharges From - To GBS MY,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Recharges From - To GBS MY,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Recharges From - To GBS MY;
GBS Recharges From - To GBS PH,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Recharges From - To GBS PH,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Recharges From - To GBS PH;
GBS Recharges From - To GBS POL,Total Cost,Directly Controllable Costs,Non Staff Costs,GBS Recharges,GBS Recharges,GBS Recharges From - To GBS POL,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3GBS Recharges;L4GBS Recharges;L5GBS Recharges From - To GBS POL;
GBS Recharges India In,Total Cost,Incurred Cost,Controllable Cost,GBS Recharges,GBS Recharges India In,GBS Recharges India In,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GBS Recharges;L4GBS Recharges India In;L5GBS Recharges India In;
GBS Recharges Malaysia- In,Total Cost,Incurred Cost,Controllable Cost,GBS Recharges,GBS Recharges Malaysia- In,GBS Recharges Malaysia- In,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GBS Recharges;L4GBS Recharges Malaysia- In;L5GBS Recharges Malaysia- In;
GBS Recharges Poland-In,Total Cost,Incurred Cost,Controllable Cost,GBS Recharges,GBS Recharges Poland-In,GBS Recharges Poland-In,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GBS Recharges;L4GBS Recharges Poland-In;L5GBS Recharges Poland-In;
GCFO,Total Cost,Service Charge,Functions,GCFO,GCFO,GCFO,FPNA,;L0Total Cost;L1Service Charge;L2Functions;L3GCFO;L4GCFO;L5GCFO;
GCFO Others,Total Cost,Service Charge,Support Functions,GCFO,GCFO Others,GCFO Others,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3GCFO;L4GCFO Others;L5GCFO Others;
GCO,Impairments,Credit Impairment,IIP,GCO,GCO,GCO,WRB,;L0Impairments;L1Credit Impairment;L2IIP;L3GCO;L4GCO;L5GCO;
GIM %,GIM %,GIM %,GIM %,GIM %,GIM %,GIM %,CIB,;L0GIM %;L1GIM %;L2GIM %;L3GIM %;L4GIM %;L5GIM %;
GIM %,GIM %,GIM %,GIM %,GIM %,GIM %,GIM %,FPNA,;L0GIM %;L1GIM %;L2GIM %;L3GIM %;L4GIM %;L5GIM %;
GIM %,GIM %,GIM %,GIM %,GIM %,GIM %,GIM %,WRB,;L0GIM %;L1GIM %;L2GIM %;L3GIM %;L4GIM %;L5GIM %;
GST/VAT,Total Cost,Directly Controllable Costs,Non Staff Costs,Other Direct Costs,GST/VAT/Tax,GST/VAT,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Other Direct Costs;L4GST/VAT/Tax;L5GST/VAT;
GST/VAT/Tax,Total Cost,Incurred Cost,Controllable Cost,GST/VAT/Tax,GST/VAT/Tax,GST/VAT/Tax,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3GST/VAT/Tax;L4GST/VAT/Tax;L5GST/VAT/Tax;
GST/VAT/Tax,Total Cost,Incurred Cost,Direct Manageable Costs,Other Expenses,GST/VAT/Tax,GST/VAT/Tax,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Other Expenses;L4GST/VAT/Tax;L5GST/VAT/Tax;
Goodwill,Total Cost,Directly Controllable Costs,Non Staff Costs,Other Direct Costs,Goodwill Amortisation,Goodwill,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Other Direct Costs;L4Goodwill Amortisation;L5Goodwill;
Goodwill & Intangibles,Non-Group Assets,PE Assets,PE Assets,Goodwill & Intangibles,Goodwill & Intangibles,Goodwill & Intangibles,WRB,;L0Non-Group Assets;L1PE Assets;L2PE Assets;L3Goodwill & Intangibles;L4Goodwill & Intangibles;L5Goodwill & Intangibles;
Goodwill/Intangible Amort,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Goodwill/Intangible Amort,Goodwill/Intangible Amort,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Goodwill/Intangible Amort;L5Goodwill/Intangible Amort;
Goodwill/Intangible Amort,Total Cost,Incurred Cost,Direct Manageable Costs,Other Expenses,Goodwill/Intangible Amort,Goodwill/Intangible Amort,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Other Expenses;L4Goodwill/Intangible Amort;L5Goodwill/Intangible Amort;
Governance,Total Cost,Service Charge,T&O BAU,T&O Management,Governance,Governance,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3T&O Management;L4Governance;L5Governance;
Gross Interest Expense,Net Interest Income,Interest (Paid) / Income,Gross Interest Expense,Gross Interest Expense,Gross Interest Expense,Gross Interest Expense,CIB,;L0Net Interest Income;L1Interest (Paid) / Income;L2Gross Interest Expense;L3Gross Interest Expense;L4Gross Interest Expense;L5Gross Interest Expense;
Gross Interest Income,Income,Net Interest Income,Gross Interest Income,Gross Interest Income,Gross Interest Income,Gross Interest Income,WRB,;L0Income;L1Net Interest Income;L2Gross Interest Income;L3Gross Interest Income;L4Gross Interest Income;L5Gross Interest Income;
Gross Interest Income,Income,Net Interest Income,Interest Receivable,Gross Interest Income,Gross Interest Income,Gross Interest Income,FPNA,;L0Income;L1Net Interest Income;L2Interest Receivable;L3Gross Interest Income;L4Gross Interest Income;L5Gross Interest Income;
Gross Interest Income,Net Interest Income,Interest (Paid) / Income,Gross Interest Income,Gross Interest Income,Gross Interest Income,Gross Interest Income,CIB,;L0Net Interest Income;L1Interest (Paid) / Income;L2Gross Interest Income;L3Gross Interest Income;L4Gross Interest Income;L5Gross Interest Income;
Group Ops CCIB HUB and Ctry Rech In,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group Ops CCIB HUB and Ctry Rech In,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group Ops CCIB HUB and Ctry Rech In;
Group Ops CCIB HUB and Ctry Rech Out,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group Ops CCIB HUB and Ctry Rech Out,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group Ops CCIB HUB and Ctry Rech Out;
Group Ops CCIB Mark Up Passback,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group Ops CCIB Mark Up Passback,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group Ops CCIB Mark Up Passback;
Group Ops FCSO Mark Up Passback,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group Ops FCSO Mark Up Passback,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group Ops FCSO Mark Up Passback;
Group Ops ICS Hub Rech Ctry in,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group Ops ICS Hub Rech Ctry in,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group Ops ICS Hub Rech Ctry in;
Group TP In Out Cost Net,Total Cost,Incurred Cost,FGCR,FGCR,Group TP In Out Cost Net,Group TP In Out Cost Net,WRB,;L0Total Cost;L1Incurred Cost;L2FGCR;L3FGCR;L4Group TP In Out Cost Net;L5Group TP In Out Cost Net;
Group TPS Hub Rech Ctry In,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group TPS Hub Rech Ctry In,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group TPS Hub Rech Ctry In;
Group TPS Hub Rech Ctry Net,Total Cost,Incurred Cost,Other Recharges,Group TPS Hub Rech Ctry Net,Group TPS Hub Rech Ctry Net,Group TPS Hub Rech Ctry Net,WRB,;L0Total Cost;L1Incurred Cost;L2Other Recharges;L3Group TPS Hub Rech Ctry Net;L4Group TPS Hub Rech Ctry Net;L5Group TPS Hub Rech Ctry Net;
Group TPS Hub Rech Ctry Out,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group TPS Hub Rech Ctry Out,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group TPS Hub Rech Ctry Out;
Group Transformation,Total Cost,Service Charge,Support Functions,S&T Others,Group Transformation,Group Transformation,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3S&T Others;L4Group Transformation;L5Group Transformation;
Group Utilities Transfers - Net,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Group Utilities Transfers - Net,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Group Utilities Transfers - Net;
Group Utilities Transfers - Net,Total Cost,Incurred Cost,Other Recharges,Group Utilities Transfers - Net,Group Utilities Transfers - Net,Group Utilities Transfers - Net,WRB,;L0Total Cost;L1Incurred Cost;L2Other Recharges;L3Group Utilities Transfers - Net;L4Group Utilities Transfers - Net;L5Group Utilities Transfers - Net;
Grp Approved Others,Total Cost,Service Charge,Other GSF,Other GSF,Grp Approved Others,Grp Approved Others,FPNA,;L0Total Cost;L1Service Charge;L2Other GSF;L3Other GSF;L4Grp Approved Others;L5Grp Approved Others;
Grp Approved Projects Other,Total Cost,Service Charge,Other GSF,Other GSF,Grp Approved Projects Other,Grp Approved Projects Other,FPNA,;L0Total Cost;L1Service Charge;L2Other GSF;L3Other GSF;L4Grp Approved Projects Other;L5Grp Approved Projects Other;
Grp Asset Debt Securities,Grp Assets,Grp Asset Debt Securities,Grp Asset Debt Securities,Grp Asset Debt Securities,Grp Asset Debt Securities,Grp Asset Debt Securities,FPNA,;L0Grp Assets;L1Grp Asset Debt Securities;L2Grp Asset Debt Securities;L3Grp Asset Debt Securities;L4Grp Asset Debt Securities;L5Grp Asset Debt Securities;
Grp Asset I/C Derivatives,Grp Assets,Grp Asset I/C Derivatives,Grp Asset I/C Derivatives,Grp Asset I/C Derivatives,Grp Asset I/C Derivatives,Grp Asset I/C Derivatives,FPNA,;L0Grp Assets;L1Grp Asset I/C Derivatives;L2Grp Asset I/C Derivatives;L3Grp Asset I/C Derivatives;L4Grp Asset I/C Derivatives;L5Grp Asset I/C Derivatives;
Grp Asset I/C balances,Grp Assets,Grp Asset I/C balances,Grp Asset I/C balances,Grp Asset I/C balances,Grp Asset I/C balances,Grp Asset I/C balances,FPNA,;L0Grp Assets;L1Grp Asset I/C balances;L2Grp Asset I/C balances;L3Grp Asset I/C balances;L4Grp Asset I/C balances;L5Grp Asset I/C balances;
