PRODUCT (L0),PRODUCT (L1),PRODUCT (L2),PRODUCT (L3),PRODUCT (L4),PRODUCT_CRD_INDICATOR,PRODUCT_PK
Banking,Banking Others,Banking Input,Banking Input,Banking Input,FPNA,;L0Banking;L1Banking Others;L2Banking Input;L3Banking Input;L4Banking Input;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Import Loans,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Import Loans;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,LC Advising,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4LC Advising;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,LC Issuance,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4LC Issuance;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,LC Reimbursements,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4LC Reimbursements;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Other Guarantees,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Other Guarantees;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Prepayment of Own LC (POLC),FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Prepayment of Own LC (POLC);
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Preshipment Financing,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Preshipment Financing;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Receivables Finance for FIs,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Receivables Finance for FIs;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Refinancing under Reimburse,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Refinancing under Reimburse;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Reimbursement Undertkgs,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Reimbursement Undertkgs;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Reissuance Service,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Reissuance Service;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Trade Services,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Trade Services;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Supply Chain Management,Import Factoring,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Supply Chain Management;L4Import Factoring;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Supply Chain Management,Oil Import Financing,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Supply Chain Management;L4Oil Import Financing;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Supply Chain Management,Portfolio Receivable Services,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Supply Chain Management;L4Portfolio Receivable Services;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Supply Chain Management,Receivables Services,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Supply Chain Management;L4Receivables Services;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Supply Chain Management,Silent Payment Guarantee,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Supply Chain Management;L4Silent Payment Guarantee;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Supply Chain Management,Supplier Financing,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Supply Chain Management;L4Supplier Financing;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Supply Chain Management,Trade Receivable Discounting / RS - Inp,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Supply Chain Management;L4Trade Receivable Discounting / RS - Inp;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Borrowing Base Trade Loan,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Borrowing Base Trade Loan;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Corporate Overdraft,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Corporate Overdraft;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Corporate Short Term Loan,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Corporate Short Term Loan;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Export Invoice Financing,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Export Invoice Financing;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,FI Post Ship Exp Fin-Inv Fin,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4FI Post Ship Exp Fin-Inv Fin;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,FI Post Ship Exp Fin-LCs&Coll,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4FI Post Ship Exp Fin-LCs&Coll;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Import Invoice Financing,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Import Invoice Financing;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Import LC Re-Financing,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Import LC Re-Financing;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,OCC - Trade,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4OCC - Trade;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Other Export Loans,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Other Export Loans;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Pre-Export Finance for FI,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Pre-Export Finance for FI;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Structured Funding,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Structured Funding;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,TBFX Trade,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4TBFX Trade;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Trade Advances,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Trade Advances;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Trade Lending Input,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Trade Lending Input;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Lending,Trade Linked Loans,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Lending;L4Trade Linked Loans;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Other,Inter Bank Indemnity/Intra Grp Guarantee,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Other;L4Inter Bank Indemnity/Intra Grp Guarantee;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Other,Trade Loans Non Performing,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Other;L4Trade Loans Non Performing;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Other,Trade Other - Inp,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Other;L4Trade Other - Inp;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Other,Trade Other Products,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Other;L4Trade Other Products;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Trade Other,Transactional Commodities Finance,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Trade Other;L4Transactional Commodities Finance;
Transaction services,Cash,Cash,CMP CASA,CMP CASA I/B,CIB,;L0Transaction services;L1Cash;L2Cash;L3CMP CASA;L4CMP CASA I/B;
Transaction services,Cash,Cash,CMP CASA,CMP CASA Non I/B,CIB,;L0Transaction services;L1Cash;L2Cash;L3CMP CASA;L4CMP CASA Non I/B;
Transaction services,Cash,Cash,CMP CASA,CMP CASA Other,CIB,;L0Transaction services;L1Cash;L2Cash;L3CMP CASA;L4CMP CASA Other;
Transaction services,Cash,Cash,CMP Enhanced CASA,CMP Enhanced CASA I/B,CIB,;L0Transaction services;L1Cash;L2Cash;L3CMP Enhanced CASA;L4CMP Enhanced CASA I/B;
Transaction services,Cash,Cash,CMP Saadiq CASA,CMP Saadiq CASA Non P/S,CIB,;L0Transaction services;L1Cash;L2Cash;L3CMP Saadiq CASA;L4CMP Saadiq CASA Non P/S;
Transaction services,Cash,Cash,CMP Saadiq CASA,CMP Saadiq CASA P/S,CIB,;L0Transaction services;L1Cash;L2Cash;L3CMP Saadiq CASA;L4CMP Saadiq CASA P/S;
Transaction services,Cash,Cash,Cash Management & Payments Input,Cash Management & Payments Input,CIB,;L0Transaction services;L1Cash;L2Cash;L3Cash Management & Payments Input;L4Cash Management & Payments Input;
Transaction services,Cash,Cash,Cash Mgmt & Payments - Input_,Cash Mgmt & Payments - Input_,CIB,;L0Transaction services;L1Cash;L2Cash;L3Cash Mgmt & Payments - Input_;L4Cash Mgmt & Payments - Input_;
Transaction services,Cash,Cash,Clearing,Clearing,CIB,;L0Transaction services;L1Cash;L2Cash;L3Clearing;L4Clearing;
Transaction services,Cash,Cash,Collections,Collections,CIB,;L0Transaction services;L1Cash;L2Cash;L3Collections;L4Collections;
Transaction services,Cash,Cash,Collections,Straight2bank Pay,CIB,;L0Transaction services;L1Cash;L2Cash;L3Collections;L4Straight2bank Pay;
Transaction services,Cash,Cash,Controlled Deposits,Controlled Deposits I/B,CIB,;L0Transaction services;L1Cash;L2Cash;L3Controlled Deposits;L4Controlled Deposits I/B;
Transaction services,Cash,Cash,Corporate Time Deposits,Corporate Time Deposits,CIB,;L0Transaction services;L1Cash;L2Cash;L3Corporate Time Deposits;L4Corporate Time Deposits;
Transaction services,Cash,Cash,Escrow & Account Bank,Escrow & Account Bank,CIB,;L0Transaction services;L1Cash;L2Cash;L3Escrow & Account Bank;L4Escrow & Account Bank;
Transaction services,Cash,Cash,Liquidity Mgt,Cash Concentration,CIB,;L0Transaction services;L1Cash;L2Cash;L3Liquidity Mgt;L4Cash Concentration;
Transaction services,Cash,Cash,Liquidity Mgt,Investment Sweeps,CIB,;L0Transaction services;L1Cash;L2Cash;L3Liquidity Mgt;L4Investment Sweeps;
Transaction services,Cash,Cash,Liquidity Mgt,Liquidity Management Other,CIB,;L0Transaction services;L1Cash;L2Cash;L3Liquidity Mgt;L4Liquidity Management Other;
Transaction services,Cash,Cash,Liquidity Mgt,Notional Pooling,CIB,;L0Transaction services;L1Cash;L2Cash;L3Liquidity Mgt;L4Notional Pooling;
Transaction services,Cash,Cash,Other AMS TB,Other AMS TB,CIB,;L0Transaction services;L1Cash;L2Cash;L3Other AMS TB;L4Other AMS TB;
Transaction services,Cash,Cash,Payments,Payments,CIB,;L0Transaction services;L1Cash;L2Cash;L3Payments;L4Payments;
Transaction services,Cash,Cash,TB Cash - Sustainable Finance,Sustainable CASA,CIB,;L0Transaction services;L1Cash;L2Cash;L3TB Cash - Sustainable Finance;L4Sustainable CASA;
Transaction services,Cash,Cash,TBFX Cash,TBFX Cash,CIB,;L0Transaction services;L1Cash;L2Cash;L3TBFX Cash;L4TBFX Cash;
Transaction services,Money Market,Money Market,FM Money Market - Inp,FM Money Market - Inp,CIB,;L0Transaction services;L1Money Market;L2Money Market;L3FM Money Market - Inp;L4FM Money Market - Inp;
Transaction services,Money Market,Money Market,Money Market Input,Money Market Input,CIB,;L0Transaction services;L1Money Market;L2Money Market;L3Money Market Input;L4Money Market Input;
Transaction services,Money Market,Money Market,Money Market Repos & Collateral,Money Market Repos & Collateral,CIB,;L0Transaction services;L1Money Market;L2Money Market;L3Money Market Repos & Collateral;L4Money Market Repos & Collateral;
Transaction services,Money Market,Money Market,Money Market Sales,Money Market Sales,CIB,;L0Transaction services;L1Money Market;L2Money Market;L3Money Market Sales;L4Money Market Sales;
Transaction services,Securities & Prime Services,FSS Others,FSS - Exceptional Items,PYOE Prime Services,CIB,;L0Transaction services;L1Securities & Prime Services;L2FSS Others;L3FSS - Exceptional Items;L4PYOE Prime Services;
Transaction services,Securities & Prime Services,FSS Others,FSS - FM P&L Funding,Prime Services - FM P&L Funding,CIB,;L0Transaction services;L1Securities & Prime Services;L2FSS Others;L3FSS - FM P&L Funding;L4Prime Services - FM P&L Funding;
Transaction services,Securities & Prime Services,FSS Others,Research,Research,CIB,;L0Transaction services;L1Securities & Prime Services;L2FSS Others;L3Research;L4Research;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Agency Execution,Prime Services Input,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Agency Execution;L4Prime Services Input;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Cash Products,Collateral Optimisation Clearing & Cash Management,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Cash Products;L4Collateral Optimisation Clearing & Cash Management;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Cash Products,India Interest,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Cash Products;L4India Interest;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Cash Products,TB Cash Account Interest,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Cash Products;L4TB Cash Account Interest;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Clearing,Prime Services Clearing OTC FX,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Clearing;L4Prime Services Clearing OTC FX;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Clearing,Prime Services Clearing OTC Rates,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Clearing;L4Prime Services Clearing OTC Rates;
Transaction services,Securities & Prime Services,Prime Services,Prime Services FIPB,Prime Services FIPB,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services FIPB;L4Prime Services FIPB;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Input,Prime Services Input,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Input;L4Prime Services Input;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Intermediation,Prime Services Intermediation FX,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Intermediation;L4Prime Services Intermediation FX;
Transaction services,Securities & Prime Services,Prime Services,Prime Services Intermediation,Prime Services Intermediation Rates,CIB,;L0Transaction services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Intermediation;L4Prime Services Intermediation Rates;
Transaction services,Securities & Prime Services,Securities Services,SS Corporate Agency & Trust,SS Corp Agency & Trust,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Corporate Agency & Trust;L4SS Corp Agency & Trust;
Transaction services,Securities & Prime Services,Securities Services,SS Corporate Agency & Trust,SS Corp Agency & Trust Input,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Corporate Agency & Trust;L4SS Corp Agency & Trust Input;
Transaction services,Securities & Prime Services,Securities Services,SS Corporate Agency & Trust,SS Input,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Corporate Agency & Trust;L4SS Input;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Agency Securities Lending,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Agency Securities Lending;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Broker Clearing,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Broker Clearing;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Derivative Clearing,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Derivative Clearing;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Direct & Multidirect Custody,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Direct & Multidirect Custody;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Domestic Custody,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Domestic Custody;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Regional & Intl Custody,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Regional & Intl Custody;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,SS Cash,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4SS Cash;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,SS Custody & Clearing Input,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4SS Custody & Clearing Input;
Transaction services,Securities & Prime Services,Securities Services,SS Custody & Clearing,SS Escrow,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4SS Escrow;
Transaction services,Securities & Prime Services,Securities Services,SS Fiduciary & Fund Services,Fiduciary Services,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Fiduciary & Fund Services;L4Fiduciary Services;
Transaction services,Securities & Prime Services,Securities Services,SS Fiduciary & Fund Services,Fund Accounting & Admin,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Fiduciary & Fund Services;L4Fund Accounting & Admin;
Transaction services,Securities & Prime Services,Securities Services,SS Fiduciary & Fund Services,SS Fiduciary & Fund Services Input,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Fiduciary & Fund Services;L4SS Fiduciary & Fund Services Input;
Transaction services,Securities & Prime Services,Securities Services,SS Input,SS Input,CIB,;L0Transaction services;L1Securities & Prime Services;L2Securities Services;L3SS Input;L4SS Input;
Transaction services,TS Others,TB Other,Transaction Banking - Inp,Transaction Banking - Inp,CIB,;L0Transaction services;L1TS Others;L2TB Other;L3Transaction Banking - Inp;L4Transaction Banking - Inp;
Transaction services,TS Others,TS Others,TS Others Input,TS Others Input,CIB,;L0Transaction services;L1TS Others;L2TS Others;L3TS Others Input;L4TS Others Input;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Acceptance Under Export LC,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Acceptance Under Export LC;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Bill Discounting Against Buyer Risk,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Bill Discounting Against Buyer Risk;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Confirmation,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Confirmation;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Discounting of Accepted Drafts,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Discounting of Accepted Drafts;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Export Bill Discounting,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Export Bill Discounting;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Export Bills Collection,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Export Bills Collection;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Export CBN,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Export CBN;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,FI Trade Loans – DT,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4FI Trade Loans – DT;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,LC Advising,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4LC Advising;
Transaction services,Trade & Working Capital,Documentary Trade,Exports,Receivables Finance for FIs,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Exports;L4Receivables Finance for FIs;
Transaction services,Trade & Working Capital,Documentary Trade,Guarantees,Bonds & Guarantees,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Guarantees;L4Bonds & Guarantees;
Transaction services,Trade & Working Capital,Documentary Trade,Guarantees,Commercial SBLC,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Guarantees;L4Commercial SBLC;
Transaction services,Trade & Working Capital,Documentary Trade,Guarantees,Financial Guarantees,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Guarantees;L4Financial Guarantees;
Transaction services,Trade & Working Capital,Documentary Trade,Guarantees,Other Guarantees,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Guarantees;L4Other Guarantees;
Transaction services,Trade & Working Capital,Documentary Trade,Imports,Acceptance,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4Acceptance;
Transaction services,Trade & Working Capital,Documentary Trade,Imports,Flow Trade Input,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4Flow Trade Input;
Transaction services,Trade & Working Capital,Documentary Trade,Imports,Import Bills Collection,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4Import Bills Collection;
Transaction services,Trade & Working Capital,Documentary Trade,Imports,Import Loans,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4Import Loans;
Transaction services,Trade & Working Capital,Documentary Trade,Imports,LC Issuance,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4LC Issuance;
Transaction services,Trade & Working Capital,Documentary Trade,Imports,Pre Shipment Financing,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4Pre Shipment Financing;
Transaction services,Trade & Working Capital,Documentary Trade,Imports,Prepayment of Own LC (POLC),CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4Prepayment of Own LC (POLC);
Transaction services,Trade & Working Capital,Documentary Trade,Imports,Reissuance Service,CIB,;L0Transaction services;L1Trade & Working Capital;L2Documentary Trade;L3Imports;L4Reissuance Service;
Transaction services,Trade & Working Capital,Supply Chain Management,Receivables Financing,Import Factoring,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Receivables Financing;L4Import Factoring;
Transaction services,Trade & Working Capital,Supply Chain Management,Receivables Financing,Oil Import Financing,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Receivables Financing;L4Oil Import Financing;
Transaction services,Trade & Working Capital,Supply Chain Management,Receivables Financing,Portfolio Receivable Services,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Receivables Financing;L4Portfolio Receivable Services;
Transaction services,Trade & Working Capital,Supply Chain Management,Receivables Financing,Receivables Services,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Receivables Financing;L4Receivables Services;
Transaction services,Trade & Working Capital,Supply Chain Management,Receivables Financing,Silent Payment Guarantee,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Receivables Financing;L4Silent Payment Guarantee;
Transaction services,Trade & Working Capital,Supply Chain Management,Receivables Financing,Trade Receivable Discounting / RS Input,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Receivables Financing;L4Trade Receivable Discounting / RS Input;
Transaction services,Trade & Working Capital,Supply Chain Management,Supplier Financing,Supplier Financing,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Supplier Financing;L4Supplier Financing;
Transaction services,Trade & Working Capital,Supply Chain Management,Supply Chain Management Input,Supply Chain Management Input,CIB,;L0Transaction services;L1Trade & Working Capital;L2Supply Chain Management;L3Supply Chain Management Input;L4Supply Chain Management Input;
Transaction services,Trade & Working Capital,TBFX Trade,TBFX Trade,TBFX Trade,CIB,;L0Transaction services;L1Trade & Working Capital;L2TBFX Trade;L3TBFX Trade;L4TBFX Trade;
Transaction services,Trade & Working Capital,Trade Lending,Borrowing Base Trade Loan,Borrowing Base Trade Loan,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Borrowing Base Trade Loan;L4Borrowing Base Trade Loan;
Transaction services,Trade & Working Capital,Trade Lending,Corporate Overdraft,Corporate Overdraft,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Corporate Overdraft;L4Corporate Overdraft;
Transaction services,Trade & Working Capital,Trade Lending,Corporate Short Term Loan,Corporate Short Term Loan,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Corporate Short Term Loan;L4Corporate Short Term Loan;
Transaction services,Trade & Working Capital,Trade Lending,Export Invoice Financing,Export Invoice Financing,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Export Invoice Financing;L4Export Invoice Financing;
Transaction services,Trade & Working Capital,Trade Lending,FI- Trade linked Loan,FI- Trade linked Loan,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3FI- Trade linked Loan;L4FI- Trade linked Loan;
Transaction services,Trade & Working Capital,Trade Lending,Import Invoice Financing,Import Invoice Financing,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Import Invoice Financing;L4Import Invoice Financing;
Transaction services,Trade & Working Capital,Trade Lending,Other Export Loans,Other Export Loans,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Other Export Loans;L4Other Export Loans;
Transaction services,Trade & Working Capital,Trade Lending,Structured Rate Loan - SRL,OCC - Trade,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Structured Rate Loan - SRL;L4OCC - Trade;
Transaction services,Trade & Working Capital,Trade Lending,Structured Rate Loan - SRL,Structured Funding,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Structured Rate Loan - SRL;L4Structured Funding;
Transaction services,Trade & Working Capital,Trade Lending,Trade Lending Input,Trade Lending Input,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Trade Lending Input;L4Trade Lending Input;
